   204/299     2.01G   0.03653   0.03505  0.007312   0.07889       154       640    0.9861    0.8351    0.8465    0.6742   0.02868   0.01342  0.004436
   205/299     2.01G   0.03852   0.03826  0.007358   0.08413        88       640    0.9895    0.8348    0.8463    0.6888   0.02849    0.0134  0.004411
   206/299     2.01G   0.03595   0.03994  0.006765   0.08266       112       640    0.9904    0.8339    0.8463    0.6912   0.02838   0.01353  0.004304
   207/299     2.01G   0.03638    0.0389  0.007333   0.08261       137       640    0.9927    0.8329    0.8544    0.6879   0.02791   0.01356  0.004293
   208/299     2.01G   0.03618    0.0364  0.007611   0.08019        78       640    0.9798    0.8364    0.8465     0.685   0.02816   0.01385  0.004338
   209/299     2.01G   0.03913    0.0437   0.00755   0.09038       207       640    0.9778    0.8325    0.8556    0.6801   0.02898   0.01448  0.004398
   210/299     2.01G   0.03697   0.03715  0.006963   0.08108        89       640    0.9701    0.8392     0.861     0.688   0.02854   0.01447  0.004386
   211/299     2.01G   0.03637   0.03783  0.007053   0.08126       142       640     0.966    0.8378    0.8714    0.6787   0.02895   0.01439  0.004355
   212/299     2.01G   0.03965   0.04111  0.007288   0.08805        71       640    0.9856     0.834    0.8714     0.696   0.02838   0.01456  0.004443
   213/299     2.01G   0.03602   0.03815  0.007111   0.08128       109       640    0.9815    0.8357    0.8465    0.6751   0.02853   0.01402  0.004438
   214/299     2.01G    0.0358   0.03775  0.007108   0.08066        23       640    0.9729    0.8377    0.8715    0.6901    0.0288   0.01416  0.004389
   215/299     2.01G     0.036   0.03597  0.006718   0.07869        33       640    0.9754    0.8357    0.8611    0.6852   0.02855    0.0141  0.004418
   216/299     2.01G   0.03822   0.04045  0.007244   0.08591        66       640     0.976    0.8333    0.8466    0.6778   0.02824   0.01389  0.004353
   217/299     2.01G   0.03741   0.03939  0.006991   0.08379       211       640    0.9771    0.8325    0.8465    0.6798   0.02861   0.01364  0.004281
   218/299     2.01G   0.03505   0.03783  0.007155   0.08004       161       640    0.9816    0.8291    0.8464    0.6919    0.0282   0.01371  0.004284
   219/299     2.01G   0.03603   0.03696  0.006904   0.07989        41       640    0.9846    0.8266     0.865    0.7021   0.02822   0.01386  0.004264
   220/299     2.01G    0.0365     0.042  0.006801    0.0853        47       640    0.9682    0.8333    0.8464    0.6842   0.02879   0.01391  0.004372
   221/299     2.01G   0.03532   0.03593  0.007445    0.0787        87       640    0.9718    0.8382    0.8465     0.682   0.02879   0.01427  0.004314
   222/299     2.01G    0.0368   0.04059  0.007036   0.08442       134       640    0.9748    0.8386    0.8464    0.6878   0.02852   0.01405  0.004367
   223/299     2.01G   0.03636   0.03932  0.007584   0.08327       113       640    0.9772    0.8366    0.8611    0.6826   0.02871   0.01415  0.004332
   224/299     2.01G   0.03594   0.03598  0.007417   0.07933       158       640     0.985    0.8341     0.865    0.6654   0.02853   0.01465   0.00424
   225/299     2.01G   0.03691   0.03924  0.007443    0.0836       141       640    0.9877    0.8338    0.8715    0.6802   0.02828   0.01432   0.00422
   226/299     2.01G   0.03719   0.04107  0.007105   0.08536       168       640    0.9876     0.835    0.8471    0.6814   0.02848   0.01435  0.004269
   227/299     2.01G   0.03663   0.03988  0.007001   0.08351        80       640    0.9872    0.8361    0.8475    0.6821   0.02828   0.01459  0.004262
   228/299     2.01G    0.0358   0.03817  0.006478   0.08044        99       640    0.9177    0.8749    0.8715    0.6908   0.02803   0.01446  0.004221
   229/299     2.01G   0.03829   0.04025  0.007379   0.08592        70       640     0.867     0.875     0.865    0.6975   0.02769   0.01441  0.004208
   230/299     2.01G   0.03407   0.03714  0.006896   0.07811        65       640    0.9843    0.8365    0.8481     0.698   0.02793   0.01496  0.004228
   231/299     2.01G   0.03601   0.03945  0.006475   0.08193        92       640    0.9867    0.8358    0.8476    0.6959    0.0278   0.01453  0.004228
   232/299     2.01G   0.03703   0.03783   0.00675   0.08161       146       640    0.9802    0.8368    0.8479    0.6989   0.02778   0.01443   0.00416
   233/299     2.01G   0.03557   0.03869  0.006806   0.08106        91       640    0.9844    0.8358    0.8483    0.6815   0.02825   0.01452  0.004069
   234/299     2.01G   0.03663   0.04124  0.006607   0.08447        98       640    0.9893    0.8355     0.865    0.6912   0.02733   0.01374  0.003984
   235/299     2.01G   0.03555   0.03722  0.007153   0.07992        44       640    0.9831    0.8369     0.865    0.6903   0.02733   0.01399  0.003968
   236/299     2.01G   0.03526   0.03729  0.006831   0.07938        86       640    0.9795    0.8382    0.8651    0.6899   0.02745   0.01396  0.003946
   237/299     2.01G   0.03712   0.04295  0.006904   0.08698       196       640    0.9829    0.8383     0.865    0.6844   0.02753   0.01353  0.003907
   238/299     2.01G   0.03599    0.0391  0.006895   0.08199       221       640    0.9814    0.8378    0.8611    0.6986   0.02709   0.01347  0.003925
   239/299     2.01G    0.0351   0.04001  0.006699   0.08181        84       640    0.9794     0.839    0.8789    0.6947    0.0274   0.01343  0.003946
   240/299     2.01G   0.03569   0.03498  0.006887   0.07756       193       640    0.9637     0.825    0.8543    0.6827   0.02726   0.01332  0.003935
   241/299     2.01G   0.03452   0.03436  0.006493   0.07537        52       640     0.964    0.8244    0.8427    0.6962   0.02705    0.0134  0.003934
   242/299     2.01G   0.03441   0.03628  0.006603    0.0773       137       640    0.9676    0.8236    0.8428    0.6953   0.02753   0.01358  0.003982
   243/299     2.01G   0.03436   0.03488  0.006964   0.07621        25       640    0.9657    0.8241    0.8431    0.6936   0.02744   0.01359     0.004
   244/299     2.01G   0.03672   0.03734  0.006123   0.08019        76       640    0.9777    0.8367    0.8651    0.7004   0.02679   0.01333  0.004068
   245/299     2.01G   0.03493   0.03677  0.006701    0.0784       102       640    0.9749    0.8378     0.848    0.7106   0.02639   0.01324  0.004068
   246/299     2.01G   0.03604   0.04199   0.00693   0.08496       150       640    0.9772    0.8379    0.8651    0.7062   0.02622   0.01285  0.004017
   247/299     2.01G   0.03479   0.03715  0.006548   0.07849       120       640    0.9839    0.8363     0.865    0.7003    0.0267   0.01289  0.003965
   248/299     2.01G   0.03757   0.04009  0.006757   0.08441       186       640    0.9879    0.8347     0.865    0.6997   0.02623   0.01304  0.003935
   249/299     2.01G    0.0336   0.03722  0.006518   0.07735       102       640    0.9887    0.8339     0.865    0.7069   0.02627   0.01289  0.003944
   250/299     2.01G   0.03608   0.03936  0.007326   0.08276       155       640     0.988    0.8335     0.865    0.7024   0.02643   0.01294  0.003912
   251/299     2.01G   0.03588   0.04018  0.006737   0.08279        57       640    0.9528     0.825     0.859    0.6983   0.02661   0.01262   0.00392
   252/299     2.01G   0.03491   0.03834  0.006722   0.07998        55       640    0.9521     0.825     0.859    0.7102   0.02646   0.01258  0.003924
   253/299     2.01G   0.03489   0.03526  0.006941    0.0771       111       640    0.9854    0.8335     0.865    0.6979     0.027   0.01326  0.003902
   254/299     2.01G   0.03438   0.03681  0.006866   0.07805       264       640    0.9876    0.8325     0.865    0.7059   0.02686   0.01288  0.003904
   255/299     2.01G   0.03382   0.03621  0.006567    0.0766        43       640    0.9868    0.8326     0.865    0.7133   0.02661   0.01254  0.003936
   256/299     2.01G    0.0354   0.03833  0.006435   0.08017       148       640    0.9873    0.8328     0.865    0.7036    0.0267   0.01207  0.003974
   257/299     2.01G   0.03384   0.03543  0.006418   0.07569        28       640     0.985    0.8334     0.865    0.7166   0.02657   0.01216  0.004019
   258/299     2.01G   0.03414   0.03669   0.00641   0.07723       122       640    0.9869    0.8336    0.8651    0.7049   0.02663   0.01243  0.004011
   259/299     2.01G   0.03501   0.03597  0.006661   0.07763       128       640     0.988     0.834    0.8651     0.701   0.02692   0.01271  0.004019
   260/299     2.01G   0.03422   0.03843  0.007012   0.07966       163       640    0.9859     0.835    0.8586    0.7086   0.02686   0.01274  0.004023
   261/299     2.01G   0.03666   0.03848   0.00687   0.08201        79       640    0.9853    0.8347    0.8567     0.708   0.02649   0.01283  0.004015
   262/299     2.01G   0.03472   0.03769  0.007019   0.07943        94       640    0.9468     0.825    0.8487    0.7115   0.02665   0.01254  0.004004
   263/299     2.01G   0.03347   0.03742  0.006703   0.07759        78       640    0.9877    0.8335    0.8876    0.7091   0.02661   0.01262  0.003997
   264/299     2.01G   0.03349   0.03833  0.006824   0.07864       180       640    0.9487     0.825    0.8505    0.7021   0.02672   0.01308  0.004003
   265/299     2.01G   0.03469   0.03888  0.007001   0.08057        82       640    0.9841    0.8335    0.8611    0.7003    0.0266   0.01285  0.004034
   266/299     2.01G   0.03536   0.03837  0.006699   0.08043       123       640    0.9837    0.8337    0.8611    0.7169   0.02649   0.01263  0.004025
   267/299     2.01G   0.03338   0.03325  0.006328   0.07295       101       640     0.982    0.8343    0.8585    0.7083   0.02662   0.01259  0.003959
   268/299     2.01G   0.03374    0.0344  0.007307   0.07545        83       640    0.9849     0.834    0.8585    0.7023   0.02624   0.01279   0.00389
   269/299     2.01G   0.03433   0.03734  0.006316   0.07798        73       640    0.9856    0.8341    0.8553    0.7145   0.02623   0.01287  0.003867
   270/299     2.01G   0.03485   0.03601  0.006033   0.07689        94       640    0.9855    0.8339    0.8853    0.7241   0.02595   0.01264  0.003865
   271/299     2.01G   0.03449   0.03624  0.006589   0.07731       145       640    0.9851    0.8342    0.8788    0.7051   0.02622   0.01259  0.003865
   272/299     2.01G   0.03503   0.03832  0.006832   0.08019       162       640     0.985    0.8347    0.8836    0.7253   0.02585   0.01237  0.003882
   273/299     2.01G   0.03524   0.03634  0.006953   0.07854       179       640    0.9813     0.835    0.8836    0.7103   0.02614    0.0125  0.003907
   274/299     2.01G    0.0346   0.03884  0.006675   0.08012       223       640    0.9788     0.835    0.8567    0.7188   0.02622   0.01269  0.003936
   275/299     2.01G   0.03454   0.03827  0.006713   0.07952       122       640    0.9758    0.8352    0.8586    0.7282   0.02602   0.01259  0.003953
   276/299     2.01G   0.03444   0.03704  0.006604   0.07808        52       640    0.9771    0.8355    0.8586    0.7127   0.02618    0.0122  0.003918
   277/299     2.01G   0.03551   0.03918  0.006429   0.08112        98       640    0.9795    0.8359    0.8553    0.7156   0.02637   0.01233  0.003928
   278/299     2.01G    0.0343   0.03688   0.00617   0.07735       137       640    0.9806    0.8351    0.8836    0.7133   0.02611   0.01227  0.003909
   279/299     2.01G   0.03277   0.03418   0.00644   0.07339       106       640    0.9802    0.8348    0.8836    0.7174   0.02596   0.01232  0.003886
   280/299     2.01G    0.0337   0.03724  0.006395   0.07733       166       640    0.9759    0.8365    0.8553    0.6989   0.02656   0.01276  0.003919
   281/299     2.01G   0.03465   0.03955  0.006242   0.08044       139       640    0.9839    0.8356    0.8836    0.7286   0.02613   0.01229  0.003897
   282/299     2.01G   0.03412   0.03706  0.006001   0.07718       130       640    0.9867    0.8348    0.8853    0.7236   0.02598     0.012  0.003862
   283/299     2.01G    0.0352   0.03597  0.006162   0.07733       111       640    0.9853    0.8348    0.8853    0.7301   0.02563   0.01172  0.003851
   284/299     2.01G   0.03282   0.03133    0.0067   0.07085        35       640    0.9836    0.8359    0.8567    0.7143   0.02604   0.01168  0.003877
   285/299     2.01G   0.03557   0.04156  0.006275   0.08341       136       640    0.9849    0.8359    0.8586    0.7216   0.02574   0.01163  0.003854
   286/299     2.01G   0.03434   0.03612  0.006687   0.07715       110       640    0.9818    0.8366    0.8567    0.7185   0.02567   0.01176  0.003828
   287/299     2.01G   0.03477   0.04046  0.006665   0.08189       110       640    0.9866    0.8352    0.8553    0.7239    0.0256   0.01185  0.003851
   288/299     2.01G   0.03473   0.03539  0.007132   0.07725       129       640    0.9671    0.8223    0.8414    0.7236   0.02565   0.01176  0.003855
   289/299     2.01G   0.03432   0.03654  0.007273   0.07814       176       640    0.9743    0.8372    0.8586    0.7143   0.02558   0.01163  0.003819
   290/299     2.01G   0.03309   0.03601  0.006706   0.07581        52       640    0.9694    0.8383    0.8651    0.7236   0.02559   0.01166  0.003791
   291/299     2.01G   0.03294   0.03455  0.005574   0.07306       108       640    0.9695    0.8383    0.8586    0.7043   0.02599   0.01223  0.003799
   292/299     2.01G   0.03424   0.03871  0.006566   0.07951       168       640    0.9666    0.8396    0.8568    0.7232   0.02613   0.01288  0.003858
   293/299     2.01G   0.03429   0.03897  0.006383   0.07964       217       640    0.9691    0.8386    0.8586     0.725   0.02558   0.01231  0.003822
   294/299     2.01G   0.03488    0.0383   0.00686   0.08005        47       640    0.9759    0.8368    0.8586    0.7269   0.02519   0.01213  0.003768
   295/299     2.01G   0.03457   0.03777  0.006274   0.07861        59       640    0.9794    0.8359    0.8586    0.7223   0.02538   0.01206  0.003757
   296/299     2.01G   0.03527   0.04015  0.006652   0.08207        90       640    0.9814    0.8357    0.8567    0.7223   0.02563   0.01206  0.003824
   297/299     2.01G   0.03373   0.03718  0.006719   0.07763       167       640    0.9832    0.8358    0.8567    0.7124   0.02532   0.01158  0.003823
   298/299     2.01G   0.03498   0.03578  0.006338   0.07709       253       640    0.9803    0.8372    0.8567    0.7067   0.02558   0.01165  0.003837
   299/299     2.01G   0.03473   0.03424  0.007365   0.07634        40       640     0.976    0.8391    0.8567    0.7225   0.02556   0.01184  0.003909
